"month","year","site_code","monthly_avg"
11,2021,"COMO",2.39516726532567
11,2021,"CUPE",47.326391087963
11,2021,"FLNT",123023.314660494
11,2021,"GUIL",215.238235243056
11,2021,"HOPB",307.705714930556
11,2021,"KING",0.653129398148148
11,2021,"LECO",144.907711805556
11,2021,"LEWI",21.2754416666667
11,2021,"MART",798.374572453704
11,2021,"MAYF",118.195958796296
11,2021,"MCDI",9.82611342592593
11,2021,"MCRA",241.615808449074
11,2021,"OKSR",806.681495896465
11,2021,"POSE",5.45811770833333
11,2021,"PRIN",33.7165958333333
11,2021,"TECR",3.20576666666667
11,2021,"WALK",12.742565162037
11,2021,"WLOU",2.64452800925926
12,2021,"ARIK",1.15446830197133
12,2021,"BIGC",83.5256963601533
12,2021,"BLDE",59.3973385416666
12,2021,"BLUE",915.42855342742
12,2021,"CARI",49.5759166666667
12,2021,"COMO",2.19424795751634
12,2021,"CUPE",52.1154765046296
12,2021,"GUIL",119.115923295455
12,2021,"HOPB",318.251464814815
12,2021,"KING",0.299354614695341
12,2021,"LECO",167.433310371864
12,2021,"LEWI",20.1290759408602
12,2021,"MAYF",238.501262152778
12,2021,"MCDI",18.6861597222222
12,2021,"MCRA",251.922524025538
12,2021,"POSE",4.38923207885305
12,2021,"PRIN",38.024033266129
12,2021,"TECR",3.09398741319444
12,2021,"WALK",36.2743599910394
12,2021,"WLOU",0.00670474910394265
